date_SC,trial,channel,degree_min,temp_pulled,discolor_3day,est_scp,eclose,temp_pulled_grouped,uid,trial_id,degree_min_continuous
6/26/2019,2f,9,1,-28,1,NA,0,-28,329,2019-06-262f,1
6/26/2019,2f,10,1,NA,NA,-25.2,0,NA,330,2019-06-262f,1
6/26/2019,2f,13,1,-24,1,-24,0,-24,331,2019-06-262f,1
6/26/2019,2f,14,1,-32,0,NA,0,-32,332,2019-06-262f,1
6/26/2019,2f,15,1,-32,0,NA,0,-32,333,2019-06-262f,1
6/26/2019,2f,control,1,NA,1,NA,0,NA,334,2019-06-262f,1
6/26/2019,2f,control,1,NA,1,NA,1,NA,335,2019-06-262f,1
6/26/2019,2f,control,1,NA,1,NA,1,NA,336,2019-06-262f,1
3/27/2019,d,3,0.5,-36,0,-26.7,0,-32,337,2019-03-27d,0.5
3/27/2019,d,4,0.5,-26,1,NA,0,-26,338,2019-03-27d,0.5
3/27/2019,d,5,0.5,-32,1,-26.3,0,-32,339,2019-03-27d,0.5
3/27/2019,d,7,0.5,-37.5,0,-25.7,0,-32,340,2019-03-27d,0.5
3/27/2019,d,9,0.5,-34,0,-26.4,0,-32,341,2019-03-27d,0.5
3/27/2019,d,10,0.5,-30,0,-25.7,0,-30,342,2019-03-27d,0.5
3/27/2019,d,11,0.5,-28,0,-26,0,-28,343,2019-03-27d,0.5
3/27/2019,d,13,0.5,-37,0,-24.4,0,-32,344,2019-03-27d,0.5
3/27/2019,d,14,0.5,-24,1,NA,0,-24,345,2019-03-27d,0.5
3/27/2019,d,15,0.5,-22,1,-21.9,0,-22,346,2019-03-27d,0.5
3/27/2019,d,control,0.5,NA,1,NA,0,NA,347,2019-03-27d,0.5
3/27/2019,d,control,0.5,NA,1,NA,0,NA,348,2019-03-27d,0.5
3/27/2019,d,control,0.5,NA,1,NA,0,NA,349,2019-03-27d,0.5
3/28/2019,b,3,0.1,-36,0,-25.9,0,-32,350,2019-03-28b,0.1
3/28/2019,b,4,0.1,-36,0,-4.6,0,-32,351,2019-03-28b,0.1
3/28/2019,b,5,0.1,-26,0,-25,0,-26,352,2019-03-28b,0.1
3/28/2019,b,7,0.1,-30,0,-23.1,0,-30,353,2019-03-28b,0.1
3/28/2019,b,8,0.1,-22,1,NA,0,-22,354,2019-03-28b,0.1
3/28/2019,b,9,0.1,-35.5,0,-25.5,0,-32,355,2019-03-28b,0.1
3/28/2019,b,10,0.1,-32,0,-24.6,0,-32,356,2019-03-28b,0.1
3/28/2019,b,11,0.1,-34,0,-25.2,0,-32,357,2019-03-28b,0.1
3/28/2019,b,13,0.1,-28,0,-25.7,0,-28,358,2019-03-28b,0.1
3/28/2019,b,15,0.1,-24,1,-22.1,0,-24,359,2019-03-28b,0.1
3/28/2019,b,control,0.1,NA,1,NA,0,NA,360,2019-03-28b,0.1
3/28/2019,b,control,0.1,NA,1,NA,0,NA,361,2019-03-28b,0.1
3/28/2019,b,control,0.1,NA,1,NA,0,NA,362,2019-03-28b,0.1
6/28/2019,a,3,0.1,0,0,NA,0,0,363,2019-06-28a,0.1
6/28/2019,a,4,0.1,-12,1,NA,0,-12,364,2019-06-28a,0.1
6/28/2019,a,5,0.1,-10,0,NA,0,-10,365,2019-06-28a,0.1
6/28/2019,a,7,0.1,-4,0,NA,0,-4,366,2019-06-28a,0.1
6/28/2019,a,8,0.1,-14,0,NA,0,-14,367,2019-06-28a,0.1
6/28/2019,a,9,0.1,-16,1,NA,0,-16,368,2019-06-28a,0.1
6/28/2019,a,10,0.1,-8,1,NA,1,-8,369,2019-06-28a,0.1
6/28/2019,a,13,0.1,-2,1,NA,1,-2,370,2019-06-28a,0.1
6/28/2019,a,14,0.1,-18,1,NA,1,-18,371,2019-06-28a,0.1
6/28/2019,a,control,0.1,NA,1,NA,1,NA,372,2019-06-28a,0.1
4/3/2019,a,3,0.1,-14,1,NA,0,-14,373,2019-04-03a,0.1
4/3/2019,a,4,0.1,-20,1,NA,1,-20,374,2019-04-03a,0.1
4/3/2019,a,5,0.1,-8,1,NA,1,-8,375,2019-04-03a,0.1
4/3/2019,a,7,0.1,-4,1,NA,1,-4,376,2019-04-03a,0.1
4/3/2019,a,8,0.1,-12,1,NA,1,-12,377,2019-04-03a,0.1
4/3/2019,a,9,0.1,-18,1,NA,0,-18,378,2019-04-03a,0.1
4/3/2019,a,10,0.1,-2,1,NA,0,-2,379,2019-04-03a,0.1
4/3/2019,a,11,0.1,-10,1,NA,0,-10,380,2019-04-03a,0.1
4/3/2019,a,13,0.1,-6,1,NA,0,-6,381,2019-04-03a,0.1
4/3/2019,a,14,0.1,0,1,NA,0,0,382,2019-04-03a,0.1
4/3/2019,a,15,0.1,-16,1,NA,0,-16,383,2019-04-03a,0.1
4/3/2019,a,control,0.1,NA,1,NA,0,NA,384,2019-04-03a,0.1
4/3/2019,a,control,0.1,NA,1,NA,0,NA,385,2019-04-03a,0.1
4/3/2019,c,3,0.5,-6,1,NA,0,-6,386,2019-04-03c,0.5
4/3/2019,c,4,0.5,-12,1,NA,0,-12,387,2019-04-03c,0.5
4/3/2019,c,5,0.5,0,1,NA,0,0,388,2019-04-03c,0.5
4/3/2019,c,7,0.5,-14,1,NA,1,-14,389,2019-04-03c,0.5
4/3/2019,c,8,0.5,-2,1,NA,0,-2,390,2019-04-03c,0.5
4/3/2019,c,9,0.5,-16,1,NA,0,-16,391,2019-04-03c,0.5
4/3/2019,c,10,0.5,-4,1,NA,1,-4,392,2019-04-03c,0.5
4/3/2019,c,11,0.5,-20,1,NA,0,-20,393,2019-04-03c,0.5
4/3/2019,c,13,0.5,-8,1,NA,1,-8,394,2019-04-03c,0.5
4/3/2019,c,14,0.5,-10,1,NA,0,-10,395,2019-04-03c,0.5
4/3/2019,c,15,0.5,-18,1,NA,0,-18,396,2019-04-03c,0.5
4/3/2019,c,control,0.5,NA,1,NA,1,NA,397,2019-04-03c,0.5
4/3/2019,c,control,0.5,NA,1,NA,0,NA,398,2019-04-03c,0.5
4/3/2019,c,control,0.5,NA,1,NA,0,NA,399,2019-04-03c,0.5
4/3/2019,c,control,0.5,NA,1,NA,1,NA,400,2019-04-03c,0.5
6/6/2019,d,3,0.5,-32,0,-25.1,1,-32,401,2019-06-06d,0.5
6/6/2019,d,4,0.5,-28,1,NA,0,-28,402,2019-06-06d,0.5
6/6/2019,d,5,0.5,-32,1,-24.7,1,-32,403,2019-06-06d,0.5
6/6/2019,d,7,0.5,-26,1,-24.2,0,-26,404,2019-06-06d,0.5
6/6/2019,d,8,0.5,-32,0,-25.9,0,-32,405,2019-06-06d,0.5
6/6/2019,d,9,0.5,-32,1,-23.5,0,-32,406,2019-06-06d,0.5
6/6/2019,d,10,0.5,-22,1,NA,0,-22,407,2019-06-06d,0.5
6/6/2019,d,11,0.5,-24,0,-20.8,0,-24,408,2019-06-06d,0.5
6/6/2019,d,14,0.5,-32,1,-26.4,0,-32,409,2019-06-06d,0.5
6/6/2019,d,15,0.5,-30,1,-20.3,1,-30,410,2019-06-06d,0.5
6/6/2019,d,control,0.5,NA,1,NA,0,NA,411,2019-06-06d,0.5
6/6/2019,d,control,0.5,NA,1,NA,1,NA,412,2019-06-06d,0.5
6/6/2019,d,control,0.5,NA,1,NA,0,NA,413,2019-06-06d,0.5
7/9/2019,b,3,0.1,-22,1,NA,0,-22,414,2019-07-09b,0.1
7/9/2019,b,4,0.1,-22,1,-24,0,-22,415,2019-07-09b,0.1
7/9/2019,b,5,0.1,-28,1,-23.4,0,-28,416,2019-07-09b,0.1
7/9/2019,b,6,0.1,-24,1,NA,0,-24,417,2019-07-09b,0.1
7/9/2019,b,7,0.1,-28,1,-22.8,0,-28,418,2019-07-09b,0.1
7/9/2019,b,9,0.1,-28,1,NA,0,-28,419,2019-07-09b,0.1
7/9/2019,b,9,0.1,-28,1,-24,0,-28,420,2019-07-09b,0.1
7/9/2019,b,10,0.1,-28,1,-23.5,0,-28,421,2019-07-09b,0.1
7/9/2019,b,13,0.1,-26,1,-21.3,0,-26,422,2019-07-09b,0.1
7/9/2019,b,14,0.1,-28,1,NA,0,-28,423,2019-07-09b,0.1
7/9/2019,b,15,0.1,-26,1,-22.4,0,-26,424,2019-07-09b,0.1
7/9/2019,b,control,0.1,NA,1,NA,0,NA,425,2019-07-09b,0.1
7/9/2019,b,control,0.1,NA,1,NA,0,NA,426,2019-07-09b,0.1
7/9/2019,b,control,0.1,NA,1,NA,0,NA,427,2019-07-09b,0.1
