site,treatment,tree_type,log_id_number,number_of_hatched_larvae,sg_brood_id,sg_count,number_emg_sg,unemerged_larvae,unemerged_adults,total_adults,total_insects,log_uid,brood_uid,prop_success,prop_emerge,min_temp,avg_min_temp,mean_RH,max_temp,mean_temp,sd_temp,min_RH,max_RH,sd_RH,n_temp,var_min_temp,var_RH
Shipping,Control,GA,2,6,1,15,13,0,2,15,15,Shipping_Control_2,Shipping_Control_2_1,1,0.866666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shipping,Control,GA,2,6,2,4,4,0,0,4,4,Shipping_Control_2,Shipping_Control_2_2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shipping,Control,GA,2,6,3,17,16,0,1,17,17,Shipping_Control_2,Shipping_Control_2_3,1,0.941176471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shipping,Control,GA,2,6,4,18,16,0,2,18,18,Shipping_Control_2,Shipping_Control_2_4,1,0.888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shipping,Control,GA,2,6,5,12,10,0,2,12,12,Shipping_Control_2,Shipping_Control_2_5,1,0.833333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shipping,Control,GA,2,6,6,2,0,1,1,1,2,Shipping_Control_2,Shipping_Control_2_6,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shipping,Control,GA,3,2,1,9,6,0,3,9,9,Shipping_Control_3,Shipping_Control_3_1,1,0.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shipping,Control,GA,3,2,2,13,12,0,1,13,13,Shipping_Control_3,Shipping_Control_3_2,1,0.923076923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shipping,Control,GA,4,1,1,15,0,0,15,15,15,Shipping_Control_4,Shipping_Control_4_1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shipping,Control,GA,5,1,1,8,0,1,7,7,8,Shipping_Control_5,Shipping_Control_5_1,0.875,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shipping,Control,GA,6,1,1,17,14,1,2,16,17,Shipping_Control_6,Shipping_Control_6_1,0.941176471,0.823529412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UMN,Air,GA,1,1,1,5,5,0,0,5,5,UMN_Air_1,UMN_Air_1_1,1,1,-25.045,-7.994116667,75.44916499,20.91277778,-3.515756095,6.751162111,20.61,100,16.30141078,1195,6.884481857,12.30546371
UMN,Air,GA,2,2,1,6,4,2,0,4,6,UMN_Air_2,UMN_Air_2_1,0.666666667,0.666666667,-25.045,-7.994116667,75.44916499,20.91277778,-3.515756095,6.751162111,20.61,100,16.30141078,1195,6.884481857,12.30546371
UMN,Air,GA,2,2,2,11,3,1,7,10,11,UMN_Air_2,UMN_Air_2_2,0.909090909,0.272727273,-25.045,-7.994116667,75.44916499,20.91277778,-3.515756095,6.751162111,20.61,100,16.30141078,1195,6.884481857,12.30546371
UMN,Air,GA,3,1,1,6,0,0,6,6,6,UMN_Air_3,UMN_Air_3_1,1,0,-25.045,-7.994116667,75.44916499,20.91277778,-3.515756095,6.751162111,20.61,100,16.30141078,1195,6.884481857,12.30546371
UMN,Air,GA,4,0,NA,0,0,0,0,0,NA,UMN_Air_4,UMN_Air_4_NA,NaN,NA,-25.045,-7.994116667,75.44916499,20.91277778,-3.515756095,6.751162111,20.61,100,16.30141078,1195,6.884481857,12.30546371
UMN,Air,GA,5,1,1,4,0,4,0,0,4,UMN_Air_5,UMN_Air_5_1,0,0,-25.045,-7.994116667,75.44916499,20.91277778,-3.515756095,6.751162111,20.61,100,16.30141078,1195,6.884481857,12.30546371
UMN,Air,GA,6,0,NA,0,0,0,0,0,NA,UMN_Air_6,UMN_Air_6_NA,NaN,NA,-25.045,-7.994116667,75.44916499,20.91277778,-3.515756095,6.751162111,20.61,100,16.30141078,1195,6.884481857,12.30546371
UMN,Air,GA,7,0,NA,0,0,0,0,0,NA,UMN_Air_7,UMN_Air_7_NA,NaN,NA,-25.045,-7.994116667,75.44916499,20.91277778,-3.515756095,6.751162111,20.61,100,16.30141078,1195,6.884481857,12.30546371
UMN,Air,GA,8,2,1,6,3,0,3,6,6,UMN_Air_8,UMN_Air_8_1,1,0.5,-25.045,-7.994116667,75.44916499,20.91277778,-3.515756095,6.751162111,20.61,100,16.30141078,1195,6.884481857,12.30546371
UMN,Air,GA,8,2,2,10,3,0,7,10,10,UMN_Air_8,UMN_Air_8_2,1,0.3,-25.045,-7.994116667,75.44916499,20.91277778,-3.515756095,6.751162111,20.61,100,16.30141078,1195,6.884481857,12.30546371
UMN,Snow,GA,1,2,1,7,0,7,0,0,7,UMN_Snow_1,UMN_Snow_1_1,0,0,-13.12611111,-3.794494444,94.12008626,18.985,-2.03549786,3.218229944,21.341,100,8.641229819,1195,3.043256419,7.419163911
UMN,Snow,GA,1,2,2,8,0,8,0,0,8,UMN_Snow_1,UMN_Snow_1_2,0,0,-13.12611111,-3.794494444,94.12008626,18.985,-2.03549786,3.218229944,21.341,100,8.641229819,1195,3.043256419,7.419163911
